HOTELID,NAME,CITY,COUNTRY
1556,Can Quebec  Hotel Xixe Siecle,Montreal,Canada
1557,Can Quebec  Hyatt Regency,Montreal,Canada
1558,Can Quebec  Intercontinental,Montreal,Canada
1559,Can Quebec  Knights Inn  West,Montreal,Canada
1560,Can Quebec  La Presidence Deluxe Apartments,Montreal,Canada
1561,Can Quebec  La Residence Du Voyageur,Montreal,Canada
1562,Can Quebec  La Tour Belvedere,Montreal,Canada
1563,Can Quebec  La Tour Centre Ville,Montreal,Canada
1564,Can Quebec  Les Studios Hotel,Montreal,Canada
1565,Can Quebec  Le 1 Rene Levesque,Montreal,Canada
1566,Can Quebec  Le Cantlie Suites Hotel,Montreal,Canada
1567,Can Quebec  Le Germain Hotel,Montreal,Canada
1568,Can Quebec  Le Meridien Versailles,Montreal,Canada
1569,Can Quebec  Le Montfort,Montreal,Canada
1570,Can Quebec  Le Nouvel Hotel,Montreal,Canada
1571,Can Quebec  Le Petit Hotel,Montreal,Canada
1572,Can Quebec  Le Place D Armes Hotel Suites,Montreal,Canada
1573,Can Quebec  Le Relais Lyonnais,Montreal,Canada
1574,Can Quebec  Le Roberval,Montreal,Canada
1575,Can Quebec  Le Saint Malo,Montreal,Canada
1576,Can Quebec  Le Saint Sulpice,Montreal,Canada
1577,Can Quebec  Le Square Phillips Hotel Suites,Montreal,Canada
1578,Can Quebec  Le Westin,Montreal,Canada
1579,Can Quebec  Loews Hotel Vogue,Montreal,Canada
1580,Can Quebec  Lord Berri,Montreal,Canada
1581,Can Quebec  L Appartement Hotel,Montreal,Canada
1582,Can Quebec  Manoir Ambrose,Montreal,Canada
1583,Can Quebec  Marriott Chateau Champlain,Montreal,Canada
1584,Can Quebec  Marriott Residence Inn  Airport,Montreal,Canada
1585,Can Quebec  Mcgill New Residence Hall,Montreal,Canada
1586,Can Quebec  Novotel  Center,Montreal,Canada
1587,Can Quebec  Opus Hotel,Montreal,Canada
1588,Can Quebec  Parc Suites Hotel,Montreal,Canada
1589,Can Quebec  Quality Hotel Downtown,Montreal,Canada
1590,Can Quebec  Quality Hotel Midtown,Montreal,Canada
1591,Can Quebec  Quality Inn Downtown,Montreal,Canada
1592,Can Quebec  Quartier Latin Hotel,Montreal,Canada
1593,Can Quebec  Red Carpet Inn Parc Olympique,Montreal,Canada
1594,Can Quebec  Residence Inn By Marriott  Downtown,Montreal,Canada
1595,Can Quebec  Residence Inn  Westmount,Montreal,Canada
1596,Can Quebec  Ritz Carlton,Montreal,Canada
1597,Can Quebec  Royal Versailles Hotel,Montreal,Canada
1598,Can Quebec  Sandman Hotel  Longueuil,Montreal,Canada
1599,Can Quebec  Sheraton Le Centre  Hotel,Montreal,Canada
1600,Can Quebec  Sofitel,Montreal,Canada
1601,Can Quebec  Springhill Suites Old,Montreal,Canada
1602,Can Quebec  Terrace St Denis,Montreal,Canada
1603,Can Quebec  Travelodge  Centre,Montreal,Canada
1604,Can Quebec  W,Montreal,Canada
1605,India New Delhi Airport Hotel,New-Delhi,India
1606,India New Delhi Ajanta Hotel,New-Delhi,India
1607,India New Delhi Ajay Guest House,New-Delhi,India
1608,India New Delhi Aman New Delhi,New-Delhi,India
1609,India New Delhi Amarya Garden,New-Delhi,India
1610,India New Delhi Ambassador Hotel,New-Delhi,India
1611,India New Delhi Ananda Hotel,New-Delhi,India
1612,India New Delhi Ashok Country Resort,New-Delhi,India
1613,India New Delhi Ashok Hotel,New-Delhi,India
1614,India New Delhi Atrium Hotel And Conferencing Center,New-Delhi,India
1615,India New Delhi Avalon Courtyard,New-Delhi,India
1616,India New Delhi Claremont Hotel And Convention Centre,New-Delhi,India
1617,India New Delhi Clarion Collection Qutab Hotel Apartments,New-Delhi,India
1618,India New Delhi Conclave Comfort,New-Delhi,India
1619,India New Delhi Corus Hotel,New-Delhi,India
1620,India New Delhi Cottage Yes Please,New-Delhi,India
1621,India New Delhi Crest Inn Hotel New Delhi,New-Delhi,India
1622,India New Delhi Crowne Plaza Delhi,New-Delhi,India
1623,India New Delhi Ginger New Delhi,New-Delhi,India
1624,India New Delhi Grand Godwin Hotel,New-Delhi,India
1625,India New Delhi Grand Sartaj Hotel,New-Delhi,India
1626,India New Delhi Hans Plaza,New-Delhi,India
1627,India New Delhi Hotel 55,New-Delhi,India
1628,India New Delhi Hotel Alka,New-Delhi,India
1629,India New Delhi Hotel Apra Inn,New-Delhi,India
1630,India New Delhi Hotel Aster Inn,New-Delhi,India
1631,India New Delhi Hotel Balaji Deluxe,New-Delhi,India
1632,India New Delhi Hotel Broadway,New-Delhi,India
1633,India New Delhi Hotel Chand Palace,New-Delhi,India
1634,India New Delhi Hotel City Park,New-Delhi,India
1635,India New Delhi Hotel Clark Heights,New-Delhi,India
1636,India New Delhi Hotel Clark International,New-Delhi,India
1637,India New Delhi Hotel Classic,New-Delhi,India
1638,India New Delhi Hotel C Park Inn,New-Delhi,India
1639,India New Delhi Hotel Dee Marks,New-Delhi,India
1640,India New Delhi Hotel Delhi City Centre,New-Delhi,India
1641,India New Delhi Hotel Express 66,New-Delhi,India
1642,India New Delhi Hotel Florence,New-Delhi,India
1643,India New Delhi Hotel Good Palace,New-Delhi,India
1644,India New Delhi Hotel Grand Park Inn,New-Delhi,India
1645,India New Delhi Hotel Grand Peepal,New-Delhi,India
1646,India New Delhi Hotel Janpath Ashok,New-Delhi,India
1647,India New Delhi Hotel Jukaso Down Town,New-Delhi,India
1648,India New Delhi Hotel Lal S Haveli,New-Delhi,India
1649,India New Delhi Hotel Legend International,New-Delhi,India
1650,India New Delhi Hotel Le Roi,New-Delhi,India
1651,India New Delhi Hotel Lohias,New-Delhi,India
1652,India New Delhi Hotel Madonna,New-Delhi,India
1653,India New Delhi Hotel Mehar Castle,New-Delhi,India
1654,India New Delhi Hotel Metro Heights,New-Delhi,India
1655,India New Delhi Hotel Mohan International,New-Delhi,India
1656,India New Delhi Hotel Namaskar,New-Delhi,India
1657,India New Delhi Hotel Omni,New-Delhi,India
1658,India New Delhi Hotel Palace Heights,New-Delhi,India
1659,India New Delhi Hotel Pearl Plaza,New-Delhi,India
1660,India New Delhi Hotel Perfect,New-Delhi,India
1661,India New Delhi Hotel Prince International,New-Delhi,India
1662,India New Delhi Hotel Prince Polonia,New-Delhi,India
1663,India New Delhi Hotel Rak International,New-Delhi,India
1664,India New Delhi Hotel Raunak International,New-Delhi,India
1665,India New Delhi Hotel Regent Continental,New-Delhi,India
1666,India New Delhi Hotel Royal Holidays,New-Delhi,India
1667,India New Delhi Hotel Shanti Palace,New-Delhi,India
1668,India New Delhi Hotel Singh Sahib,New-Delhi,India
1669,India New Delhi Hotel Singh Sons,New-Delhi,India
1670,India New Delhi Hotel Southern,New-Delhi,India
1671,India New Delhi Hotel Sri Nanak Continental,New-Delhi,India
1672,India New Delhi Hotel Sunrise,New-Delhi,India
1673,India New Delhi Hotel Sunstar Grand,New-Delhi,India
1674,India New Delhi Hotel Sunstar Heritage,New-Delhi,India
1675,India New Delhi Hotel Sunstar Residency,New-Delhi,India
1676,India New Delhi Hotel Swati,New-Delhi,India
1677,India New Delhi Hotel Swati Deluxe,New-Delhi,India
1678,India New Delhi Hotel Tara Palace,New-Delhi,India
1679,India New Delhi Hotel Vikram,New-Delhi,India
1680,India New Delhi Hotel Welcome Palace,New-Delhi,India
1681,India New Delhi Hotel Westend Inn,New-Delhi,India
1682,India New Delhi Hotel White House,New-Delhi,India
1683,India New Delhi Hyatt Regency Delhi,New-Delhi,India
1684,India New Delhi Indraprastha Hotel,New-Delhi,India
1685,India New Delhi Intercontinental Eros Nehru Place,New-Delhi,India
1686,India New Delhi Itc Maurya New Delhi,New-Delhi,India
1687,India New Delhi Jaypee Siddharth,New-Delhi,India
1688,India New Delhi Jaypee Vasant Continental,New-Delhi,India
1689,India New Delhi Jukaso Inn Downtown,New-Delhi,India
1690,India New Delhi Le Meridien New Delhi,New-Delhi,India
1691,India New Delhi Maharani Guesthouse,New-Delhi,India
1692,India New Delhi Maidens Hotel,New-Delhi,India
1693,India New Delhi Marina Hotel New Delhi,New-Delhi,India
1694,India New Delhi Megha Palace,New-Delhi,India
1695,India New Delhi Megha Sheraton,New-Delhi,India
1696,India New Delhi Metropolis Tourist Home,New-Delhi,India
1697,India New Delhi Oberoi New Delhi,New-Delhi,India
1698,India New Delhi Pablas International Hotel,New-Delhi,India
1699,India New Delhi Pamposh Guest House,New-Delhi,India
1700,India New Delhi Petite Hotels,New-Delhi,India
1701,India New Delhi Radisson Hotel Delhi,New-Delhi,India
1702,India New Delhi Rahul Palace Hotel,New-Delhi,India
1703,India New Delhi Ramada Plaza New Delhi,New-Delhi,India
1704,India New Delhi Raunak Plaza,New-Delhi,India
1705,India New Delhi Rockland Inn,New-Delhi,India
1706,India New Delhi Samrat Hotel,New-Delhi,India
1707,India New Delhi Shangri La Hotel New Delhi,New-Delhi,India
1708,India New Delhi Shanti Home,New-Delhi,India
1709,India New Delhi Sheraton New Delhi,New-Delhi,India
1710,India New Delhi Shervani New Delhi,New-Delhi,India
1711,India New Delhi Silver Ferns Hotel,New-Delhi,India
1712,India New Delhi Suncourt Hotel Yatri,New-Delhi,India
1713,India New Delhi Svelte Hotel And Personal Suites,New-Delhi,India
1714,India New Delhi Taj Mahal Hotel,New-Delhi,India
1715,India New Delhi Taj Palace Hotel,New-Delhi,India
1716,India New Delhi The Amber,New-Delhi,India
1717,India New Delhi The Claridges,New-Delhi,India
1718,India New Delhi The Connaught,New-Delhi,India
1719,India New Delhi The Florence Inn,New-Delhi,India
1720,India New Delhi The Grand Inn,New-Delhi,India
1721,India New Delhi The Grand New Delhi,New-Delhi,India
1722,India New Delhi The Hans New Delhi,New-Delhi,India
1723,India New Delhi The Imperial,New-Delhi,India
1724,India New Delhi The Lalit New Delhi,New-Delhi,India
1725,India New Delhi The Manor,New-Delhi,India
1726,India New Delhi The Metropolitan Hotel New Delhi,New-Delhi,India
1727,India New Delhi The Muse Hotel,New-Delhi,India
1728,India New Delhi The Park New Delhi,New-Delhi,India
1729,India New Delhi The Tivoli Garden Resort,New-Delhi,India
1730,India New Delhi Uppal S Orchid An Ecotel Hotel,New-Delhi,India
1731,India New Delhi Velvet Apple,New-Delhi,India
1732,India New Delhi Vivek Hotel,New-Delhi,India
1733,India New Delhi York Hotel,New-Delhi,India
1734,India New Delhi Yuvraj Deluxe Hotel,New-Delhi,India
1735,Usa New York City 3 West Club,New-York-City,USA
1736,Usa New York City 414 Hotel,New-York-City,USA
1737,Usa New York City 60 Thompson,New-York-City,USA
1738,Usa New York City 6 Columbus,New-York-City,USA
1739,Usa New York City 70 Park Avenue Hotel A Kimpton Hotel,New-York-City,USA
1740,Usa New York City Ace Hotel Nyc,New-York-City,USA
1741,Usa New York City Affinia 50,New-York-City,USA
1742,Usa New York City Affinia Dumont,New-York-City,USA
1743,Usa New York City Affinia Gardens,New-York-City,USA
1744,Usa New York City Affinia Manhattan,New-York-City,USA
1745,Usa New York City Affinia Shelburne,New-York-City,USA
1746,Usa New York City Aka United Nations,New-York-City,USA
1747,Usa New York City Algonquin Hotel,New-York-City,USA
1748,Usa New York City Americana Inn,New-York-City,USA
1749,Usa New York City Amsterdam Court Hotel,New-York-City,USA
1750,Usa New York City Astor On The Park,New-York-City,USA
1751,Usa New York City Bedford Hotel,New-York-City,USA
1752,Usa New York City Beekman Tower Hotel,New-York-City,USA
1753,Usa New York City Belleclaire Hotel,New-York-City,USA
1754,Usa New York City Bentley Hotel,New-York-City,USA
1755,Usa New York City Best Western Bowery Hanbee Hotel,New-York-City,USA
1756,Usa New York City Best Western Convention Center Hotel,New-York-City,USA
1757,Usa New York City Best Western Hospitality House,New-York-City,USA
1758,Usa New York City Best Western Seaport Inn Downtown,New-York-City,USA
1759,Usa New York City Blue Moon Hotel,New-York-City,USA
1760,Usa New York City Broadway Plaza Hotel,New-York-City,USA
1761,Usa New York City Buckingham Hotel,New-York-City,USA
1762,Usa New York City Candlewood Suites New York City Times Square,New-York-City,USA
1763,Usa New York City Carlton Arms,New-York-City,USA
1764,Usa New York City Carvi Hotel New York,New-York-City,USA
1765,Usa New York City Casablanca Hotel,New-York-City,USA
1766,Usa New York City Chambers Hotel,New-York-City,USA
1767,Usa New York City Chelsea Lodge,New-York-City,USA
1768,Usa New York City Chelsea Pines Inn,New-York-City,USA
1769,Usa New York City Chelsea Savoy Hotel,New-York-City,USA
1770,Usa New York City City Club Hotel,New-York-City,USA
1771,Usa New York City Clarion Collection The Solita Soho Hotel,New-York-City,USA
1772,Usa New York City Club Quarters Downtown,New-York-City,USA
1773,Usa New York City Club Quarters Midtown,New-York-City,USA
1774,Usa New York City Club Quarters Rockefeller Center,New-York-City,USA
1775,Usa New York City Comfort Inn Chelsea,New-York-City,USA
1776,Usa New York City Comfort Inn Manhattan,New-York-City,USA
1777,Usa New York City Comfort Inn Manhattan Bridge,New-York-City,USA
1778,Usa New York City Comfort Inn Midtown,New-York-City,USA
1779,Usa New York City Comfort Inn Midtown Manhattan,New-York-City,USA
1780,Usa New York City Comfort Inn Midtown West Convention Center,New-York-City,USA
1781,Usa New York City Comfort Inn Times Square,New-York-City,USA
1782,Usa New York City Cooper Square Hotel,New-York-City,USA
1783,Usa New York City Cosmopolitan Hotel Tribeca,New-York-City,USA
1784,Usa New York City Courtyard By Marriott New York Manhattan Times Square South,New-York-City,USA
1785,Usa New York City Courtyard By Marriott New York Manhattan Upper East Side,New-York-City,USA
1786,Usa New York City Courtyard New York Manhattan Fifth Avenue,New-York-City,USA
1787,Usa New York City Courtyard New York Manhattan Midtown East,New-York-City,USA
1788,Usa New York City Crosby Street Hotel,New-York-City,USA
1789,Usa New York City Crowne Plaza Times Square Manhattan,New-York-City,USA
1790,Usa New York City Da Vinci Hotel,New-York-City,USA
1791,Usa New York City Doubletree Guest Suites Times Square,New-York-City,USA
1792,Usa New York City Doubletree Hotel Chelsea New York City,New-York-City,USA
1793,Usa New York City Doubletree Metropolitan Hotel,New-York-City,USA
1794,Usa New York City Dream,New-York-City,USA
1795,Usa New York City Duane Street Hotel,New-York-City,USA
1796,Usa New York City Dylan Hotel,New-York-City,USA
1797,Usa New York City Eastgate Tower,New-York-City,USA
1798,Usa New York City Econo Lodge Times Square,New-York-City,USA
1799,Usa New York City Embassy Suites Hotel New York City,New-York-City,USA
1800,Usa New York City Empire Hotel,New-York-City,USA
1801,Usa New York City Envoy Club,New-York-City,USA
1802,Usa New York City Eurostars Wall Street,New-York-City,USA
1803,Usa New York City Excelsior Hotel,New-York-City,USA
1804,Usa New York City Fairfield Inn New York Manhattan Times Square South,New-York-City,USA
1805,Usa New York City Fitzpatrick Grand Central Hotel,New-York-City,USA
1806,Usa New York City Fitzpatrick Manhattan,New-York-City,USA
1807,Usa New York City Flatotel,New-York-City,USA
1808,Usa New York City Four Points By Sheraton Manhattan Chelsea,New-York-City,USA
1809,Usa New York City Four Points By Sheraton Manhattan Soho Village,New-York-City,USA
1810,Usa New York City Four Points By Sheraton Midtown Times Square,New-York-City,USA
1811,Usa New York City Four Seasons Hotel New York,New-York-City,USA
1812,Usa New York City Gild Hall,New-York-City,USA
1813,Usa New York City Gramercy Park Hotel,New-York-City,USA
1814,Usa New York City Grand Hyatt New York,New-York-City,USA
1815,Usa New York City Greenwich Hotel,New-York-City,USA
1816,Usa New York City Hampton Inn 35Th St Empire State Building,New-York-City,USA
1817,Usa New York City Hampton Inn Madison Square Garden,New-York-City,USA
1818,Usa New York City Hampton Inn Manhattan Chelsea,New-York-City,USA
1819,Usa New York City Hampton Inn Manhattan Soho,New-York-City,USA
1820,Usa New York City Hampton Inn Manhattan Times Square South,New-York-City,USA
1821,Usa New York City Hampton Inn New York Seaport Financial District,New-York-City,USA
1822,Usa New York City Helmsley Middletowne Hotel,New-York-City,USA
1823,Usa New York City Hilton Club New York,New-York-City,USA
1824,Usa New York City Hilton Garden Inn Chelsea,New-York-City,USA
1825,Usa New York City Hilton Garden Inn New York West 35Th,New-York-City,USA
1826,Usa New York City Hilton Garden Inn Times Square,New-York-City,USA
1827,Usa New York City Hilton Garden Inn Tribeca,New-York-City,USA
1828,Usa New York City Hilton New York,New-York-City,USA
1829,Usa New York City Hilton Times Square,New-York-City,USA
1830,Usa New York City Holiday Inn Express New York City Fifth Ave,New-York-City,USA
1831,Usa New York City Holiday Inn Express New York City Times Square,New-York-City,USA
1832,Usa New York City Holiday Inn Express Nyc Madison Square Garden,New-York-City,USA
1833,Usa New York City Holiday Inn Manhattan Downtown Soho,New-York-City,USA
1834,Usa New York City Holiday Inn Midtown 57Th St,New-York-City,USA
1835,Usa New York City Holiday Inn Nyc Manhattan 6Th Avenue,New-York-City,USA
1836,Usa New York City Hotel 17,New-York-City,USA
1837,Usa New York City Hotel 31,New-York-City,USA
1838,Usa New York City Hotel 373,New-York-City,USA
1839,Usa New York City Hotel 41 At Times Square,New-York-City,USA
1840,Usa New York City Hotel 99,New-York-City,USA
1841,Usa New York City Hotel Beacon,New-York-City,USA
1842,Usa New York City Hotel Chandler,New-York-City,USA
1843,Usa New York City Hotel Deauville,New-York-City,USA
1844,Usa New York City Hotel East Houston,New-York-City,USA
1845,Usa New York City Hotel Elysee,New-York-City,USA
1846,Usa New York City Hotel Gansevoort,New-York-City,USA
1847,Usa New York City Hotel Giraffe,New-York-City,USA
1848,Usa New York City Hotel Grand Union,New-York-City,USA
1849,Usa New York City Hotel Indigo New York City Chelsea,New-York-City,USA
1850,Usa New York City Hotel Mela,New-York-City,USA
1851,Usa New York City Hotel Metro,New-York-City,USA
1852,Usa New York City Hotel Newton,New-York-City,USA
1853,Usa New York City Hotel On Rivington,New-York-City,USA
1854,Usa New York City Hotel Reserve,New-York-City,USA
1855,Usa New York City Hotel Stanford,New-York-City,USA
1856,Usa New York City Hotel St James,New-York-City,USA
1857,Usa New York City Hotel Wales,New-York-City,USA
1858,Usa New York City Hudson Hotel,New-York-City,USA
1859,Usa New York City Ink48 A Kimpton Hotel,New-York-City,USA
1860,Usa New York City Inn New York City,New-York-City,USA
1861,Usa New York City Intercontinental The Barclay New York,New-York-City,USA
1862,Usa New York City Jumeirah Essex House,New-York-City,USA
1863,Usa New York City Kitano New York,New-York-City,USA
1864,Usa New York City Lafayette House,New-York-City,USA
1865,Usa New York City La Quinta Manhattan,New-York-City,USA
1866,Usa New York City Le Parker Meridien,New-York-City,USA
1867,Usa New York City Library Hotel,New-York-City,USA
1868,Usa New York City Loews Regency Hotel,New-York-City,USA
1869,Usa New York City Lowell Hotel,New-York-City,USA
1870,Usa New York City Mandarin Oriental New York,New-York-City,USA
1871,Usa New York City Milford Plaza Hotel,New-York-City,USA
1872,Usa New York City Millenium Hilton,New-York-City,USA
1873,Usa New York City Millennium Hotel Broadway,New-York-City,USA
1874,Usa New York City Millennium Un Plaza Hotel,New-York-City,USA
1875,Usa New York City Moderne Hotel,New-York-City,USA
1876,Usa New York City Morgans Hotel,New-York-City,USA
1877,Usa New York City Murray Hill East Suites,New-York-City,USA
1878,Usa New York City Murray Hill Inn,New-York-City,USA
1879,Usa New York City New York Marriott Downtown,New-York-City,USA
1880,Usa New York City New York Marriott East Side,New-York-City,USA
1881,Usa New York City New York Marriott Marquis,New-York-City,USA
1882,Usa New York City New York Palace Hotel,New-York-City,USA
1883,Usa New York City Night Hotel,New-York-City,USA
1884,Usa New York City Novotel New York Times Square,New-York-City,USA
1885,Usa New York City Off Soho Suites,New-York-City,USA
1886,Usa New York City Omni Berkshire Place,New-York-City,USA
1887,Usa New York City On The Ave Hotel,New-York-City,USA
1888,Usa New York City Park 79 Hotel,New-York-City,USA
1889,Usa New York City Park Central,New-York-City,USA
1890,Usa New York City Park South Hotel,New-York-City,USA
1891,Usa New York City Peninsula New York,New-York-City,USA
1892,Usa New York City Phillips Club,New-York-City,USA
1893,Usa New York City Plaza Athenee Hotel,New-York-City,USA
1894,Usa New York City Radisson Martinique On Broadway,New-York-City,USA
1895,Usa New York City Ramada Eastside,New-York-City,USA
1896,Usa New York City Red Roof Inn Manhattan,New-York-City,USA
1897,Usa New York City Renaissance New York Hotel 57,New-York-City,USA
1898,Usa New York City Renaissance New York Hotel Times Square,New-York-City,USA
1899,Usa New York City Residence Inn By Marriott Times Square New York,New-York-City,USA
1900,Usa New York City Ritz Carlton Battery Park,New-York-City,USA
1901,Usa New York City Rockefeller Center Hotel,New-York-City,USA
1902,Usa New York City Roger Smith Hotel,New-York-City,USA
1903,Usa New York City Roger Williams Hotel,New-York-City,USA
1904,Usa New York City Room Mate Grace,New-York-City,USA
1905,Usa New York City Royalton Hotel New York City,New-York-City,USA
1906,Usa New York City Salisbury Hotel,New-York-City,USA
1907,Usa New York City San Carlos Hotel,New-York-City,USA
1908,Usa New York City Seafarers International House,New-York-City,USA
1909,Usa New York City Sheraton New York Hotel Towers,New-York-City,USA
1910,Usa New York City Skyline Hotel,New-York-City,USA
1911,Usa New York City Smyth Hotel A Thompson Hotel,New-York-City,USA
1912,Usa New York City Sofitel New York,New-York-City,USA
1913,Usa New York City Soho Grand Hotel,New-York-City,USA
1914,Usa New York City Soho House New York,New-York-City,USA
1915,Usa New York City Stay,New-York-City,USA
1916,Usa New York City The Alex Hotel,New-York-City,USA
1917,Usa New York City The Belvedere,New-York-City,USA
1918,Usa New York City The Benjamin,New-York-City,USA
1919,Usa New York City The Blakely New York,New-York-City,USA
1920,Usa New York City The Bowery Hotel,New-York-City,USA
1921,Usa New York City The Bryant Park,New-York-City,USA
1922,Usa New York City The Carlton,New-York-City,USA
1923,Usa New York City The Carlyle A Rosewood Hotel,New-York-City,USA
1924,Usa New York City The Franklin,New-York-City,USA
1925,Usa New York City The French Quarters Guest Apartments,New-York-City,USA
1926,Usa New York City The Gem Hotel Chelsea,New-York-City,USA
1927,Usa New York City The Gem Hotel Midtown West,New-York-City,USA
1928,Usa New York City The Gem Hotel Soho,New-York-City,USA
1929,Usa New York City The Grant Hotel,New-York-City,USA
1930,Usa New York City The Hampton Inn Times Square North,New-York-City,USA
1931,Usa New York City The Helmsley Carlton House,New-York-City,USA
1932,Usa New York City The Helmsley Park Lane,New-York-City,USA
1933,Usa New York City The Herald Square Hotel,New-York-City,USA
1934,Usa New York City The Hotel 91,New-York-City,USA
1935,Usa New York City The Hotel At Times Square,New-York-City,USA
1936,Usa New York City The Inn At Irving Place,New-York-City,USA
1937,Usa New York City The Iroquois,New-York-City,USA
1938,Usa New York City The Jane,New-York-City,USA
1939,Usa New York City The Kimberly Hotel,New-York-City,USA
1940,Usa New York City The Lombardy,New-York-City,USA
1941,Usa New York City The London Nyc,New-York-City,USA
1942,Usa New York City The Lucerne Hotel,New-York-City,USA
1943,Usa New York City The Manhattan Club,New-York-City,USA
1944,Usa New York City The Mansfield,New-York-City,USA
1945,Usa New York City The Marcel At Gramercy,New-York-City,USA
1946,Usa New York City The Maritime Hotel,New-York-City,USA
1947,Usa New York City The Mark,New-York-City,USA
1948,Usa New York City The Marmara Manhattan Luxury Hotel Residence,New-York-City,USA
1949,Usa New York City The Mave,New-York-City,USA
1950,Usa New York City The Mercer Hotel,New-York-City,USA
1951,Usa New York City The Michelangelo Hotel,New-York-City,USA
1952,Usa New York City The Milburn Hotel,New-York-City,USA
1953,Usa New York City The Muse Hotel New York A Kimpton Hotel,New-York-City,USA
1954,Usa New York City The New Yorker Hotel,New-York-City,USA
1955,Usa New York City The New York Helmsley,New-York-City,USA
1956,Usa New York City The Pierre,New-York-City,USA
1957,Usa New York City The Plaza,New-York-City,USA
1958,Usa New York City The Pod Hotel,New-York-City,USA
1959,Usa New York City The Premier,New-York-City,USA
1960,Usa New York City The Ritz Carlton New York Central Park,New-York-City,USA
1961,Usa New York City The Roosevelt Hotel,New-York-City,USA
1962,Usa New York City The Sherry Netherland Hotel,New-York-City,USA
1963,Usa New York City The Shoreham,New-York-City,USA
1964,Usa New York City The Standard New York,New-York-City,USA
1965,Usa New York City The St Regis Hotel New York,New-York-City,USA
1966,Usa New York City The Surrey,New-York-City,USA
1967,Usa New York City The Sylvan Guest House,New-York-City,USA
1968,Usa New York City The Time,New-York-City,USA
1969,Usa New York City The Waldorf Astoria,New-York-City,USA
1970,Usa New York City The Westin New York At Times Square,New-York-City,USA
1971,Usa New York City Thirty Thirty Hotel,New-York-City,USA
1972,Usa New York City Thompson Les,New-York-City,USA
1973,Usa New York City Travel Inn Hotel New York,New-York-City,USA
1974,Usa New York City Tribeca Grand Hotel,New-York-City,USA
1975,Usa New York City Trump International Hotel And Tower,New-York-City,USA
1976,Usa New York City Tudor Hotel At The United Nations,New-York-City,USA
1977,Usa New York City Vincci Avalon,New-York-City,USA
1978,Usa New York City Waldorf Towers,New-York-City,USA
1979,Usa New York City Wall Street Inn,New-York-City,USA
1980,Usa New York City Warwick New York Hotel,New-York-City,USA
1981,Usa New York City Washington Jefferson Hotel,New-York-City,USA
1982,Usa New York City Washington Square Hotel,New-York-City,USA
1983,Usa New York City Wellington Hotel,New-York-City,USA
1984,Usa New York City West 57Th Street By Hilton Club,New-York-City,USA
1985,Usa New York City Wingate By Wyndham Manhattan Midtown,New-York-City,USA
1986,Usa New York City Wolcott Hotel,New-York-City,USA
1987,Usa New York City Woogo Central Park,New-York-City,USA
1988,Usa New York City Wyndham Garden Hotel Times Square South,New-York-City,USA
1989,Usa New York City W New York The Court,New-York-City,USA
1990,Usa New York City W New York The Tuscany,New-York-City,USA
1991,Usa New York City W New York Times Square,New-York-City,USA
1992,Usa New York City W New York Union Square,New-York-City,USA
1993,Usa San Francisco Abigail Hotel,San-Francisco,USA
1994,Usa San Francisco Adante Hotel,San-Francisco,USA
1995,Usa San Francisco Aida Hotel,San-Francisco,USA
1996,Usa San Francisco Alexander Inn,San-Francisco,USA
1997,Usa San Francisco Alexis Park San Francisco,San-Francisco,USA
1998,Usa San Francisco Alpha Inn And Suites San Francisco,San-Francisco,USA
1999,Usa San Francisco Americas Best Value Inn Golden Gate,San-Francisco,USA
2000,Usa San Francisco Americas Best Value Inn Suites Soma,San-Francisco,USA
2001,Usa San Francisco Americas Best Value Inn Suites Union Square,San-Francisco,USA
2002,Usa San Francisco America S Best Inn San Francisco,San-Francisco,USA
2003,Usa San Francisco Andrews Hotel,San-Francisco,USA
2004,Usa San Francisco Ansonia Abby Hotel,San-Francisco,USA
2005,Usa San Francisco Archstone South Market,San-Francisco,USA
2006,Usa San Francisco Argonaut Hotel A Kimpton Hotel,San-Francisco,USA
2007,Usa San Francisco Astoria Hotel,San-Francisco,USA
2008,Usa San Francisco Baldwin Hotel,San-Francisco,USA
2009,Usa San Francisco Bayside Inn At The Wharf Pacific Hotels,San-Francisco,USA
2010,Usa San Francisco Bay Bridge Inn,San-Francisco,USA
2011,Usa San Francisco Beach Motel,San-Francisco,USA
2012,Usa San Francisco Beck S Motor Lodge,San-Francisco,USA
2013,Usa San Francisco Beresford Arms,San-Francisco,USA
2014,Usa San Francisco Best Western Americania,San-Francisco,USA
2015,Usa San Francisco Best Western Carriage Inn,San-Francisco,USA
2016,Usa San Francisco Best Western Civic Center Motor Inn,San-Francisco,USA
2017,Usa San Francisco Best Western Hotel Tomo,San-Francisco,USA
2018,Usa San Francisco Best Western The Hotel California,San-Francisco,USA
2019,Usa San Francisco Best Western Tuscan Inn Fisherman S Wharf A Kimpton Hotel,San-Francisco,USA
2020,Usa San Francisco Broadway Manor Inn,San-Francisco,USA
2021,Usa San Francisco Buena Vista Motor Inn,San-Francisco,USA
2022,Usa San Francisco Campton Place Hotel,San-Francisco,USA
2023,Usa San Francisco Capri Motel,San-Francisco,USA
2024,Usa San Francisco Carl Hotel,San-Francisco,USA
2025,Usa San Francisco Castle Inn,San-Francisco,USA
2026,Usa San Francisco Cathedral Hill Hotel,San-Francisco,USA
