REVIEWID,HOTELID,SERVICE,PRICE,ROOM,LOCATION,OVERALL
89,2071,5,5,5,5,5
90,2071,4,4,5,4,4
91,2071,5,5,5,5,4
92,2071,1,1,1,2,1
93,2071,5,4,4,5,4
94,2071,4,4,4,4,4
95,2071,5,5,4,2,4
96,2071,4,4,3,4,3
97,2071,3,3,3,4,3
98,2071,5,5,5,5,5
99,2071,4,4,4,4,4
100,2071,5,4,5,5,4
101,2071,4,4,4,4,4
102,2071,4,4,5,5,4
103,2071,5,5,5,5,5
104,2071,4,5,4,4,4
105,2071,3,3,4,3,3
106,2071,2,2,2,3,2
107,2071,5,4,5,5,4
108,2071,5,3,4,5,4
109,2071,4,5,5,5,4
110,2071,4,4,4,5,4
111,2071,4,4,4,5,4
112,2071,4,4,5,5,4
113,2071,4,3,5,5,4
114,2071,5,5,5,5,4
115,2071,5,5,5,5,5
116,2071,5,5,5,5,4
117,2071,5,3,5,4,4
118,2071,2,2,1,2,2
119,2071,2,2,3,3,2
120,2071,5,5,5,5,5
121,2071,5,5,5,5,5
122,2071,5,5,4,5,4
123,2071,4,4,4,5,4
124,2071,5,3,5,5,4
125,2071,4,5,5,4,4
126,2071,5,5,5,5,5
127,2071,5,4,5,4,4
128,2071,4,4,5,5,4
129,2071,5,5,5,5,5
130,2071,5,4,5,4,4
131,2071,5,5,5,5,5
132,2071,5,5,5,5,5
133,2071,5,5,5,5,4
134,2071,5,3,4,5,4
135,2071,5,5,5,5,5
136,2071,5,5,5,5,5
137,2071,4,1,3,5,3
138,2071,4,4,5,5,4
139,2071,3,4,3,5,3
140,2071,2,2,2,1,2
141,2071,5,4,4,5,4
142,2071,5,5,4,5,4
143,2071,4,5,4,3,4
144,2071,5,5,5,5,5
145,2071,3,2,1,2,2
146,2071,5,4,5,3,4
147,2071,5,5,5,5,5
148,2071,5,5,5,5,5
149,2071,5,5,5,5,4
150,2071,4,4,4,4,4
151,2071,3,3,3,2,3
152,2071,5,5,5,5,5
153,2071,5,5,5,5,5
154,2071,3,3,3,3,3
155,2071,1,1,1,1,1
156,2071,1,1,1,1,1
157,2071,5,5,5,5,5
158,2071,4,4,4,4,4
159,2071,5,5,5,5,5
160,2071,5,5,5,5,5
161,2071,1,1,1,1,1
162,2071,5,5,5,5,5
163,2071,5,5,5,5,5
164,2071,5,5,5,5,5
165,2071,5,5,5,5,5
166,2071,5,5,5,5,5
167,2071,5,5,5,5,5
1,2073,5,4,4,4,4
2,2073,1,1,2,1,1
3,2073,4,3,3,5,3
4,2073,4,4,5,4,4
5,2073,5,5,5,5,5
6,2073,1,1,1,2,1
7,2073,1,1,1,1,1
8,2073,4,5,5,5,4
9,2073,3,2,2,2,2
10,2073,4,4,4,5,4
11,2073,4,4,4,5,4
12,2073,2,3,4,4,3
13,2073,5,5,4,4,4
14,2073,5,4,4,5,4
15,2073,4,4,3,3,3
16,2073,1,2,1,1,1
17,2073,2,2,2,3,2
18,2073,5,5,5,3,3
19,2073,3,3,3,4,3
20,2073,5,5,5,4,5
21,2073,4,5,4,5,4
22,2073,4,5,4,3,4
23,2073,2,2,3,3,2
24,2073,3,2,3,2,2
25,2073,5,4,5,5,4
26,2073,5,5,4,5,4
27,2073,5,5,5,5,5
28,2073,3,5,5,5,4
29,2073,1,2,2,3,2
30,2073,5,5,5,5,5
31,2073,2,2,3,3,2
32,2073,4,5,5,3,4
33,2073,5,5,4,5,4
34,2073,5,4,4,5,4
35,2073,5,5,5,5,5
36,2073,5,4,5,5,4
37,2073,2,3,3,1,2
38,2073,4,3,3,5,3
39,2073,5,5,5,2,4
40,2073,5,5,5,5,5
41,2073,3,5,5,5,4
42,2073,5,5,4,4,4
43,2073,5,5,5,5,5
44,2073,5,5,5,5,5
45,2073,2,1,3,2,2
46,2073,4,5,5,5,4
47,2073,4,3,4,3,3
48,2073,2,2,3,2,2
49,2073,5,5,5,5,4
50,2073,4,3,4,3,3
51,2073,3,4,4,4,3
52,2073,4,5,4,3,4
53,2073,5,5,5,5,5
54,2073,5,5,5,5,5
55,2073,4,5,5,4,4
56,2073,4,5,5,5,4
57,2073,2,2,2,2,2
58,2073,5,5,4,5,4
59,2073,5,4,5,5,4
60,2073,3,3,4,4,3
61,2073,5,4,5,5,4
62,2073,1,1,1,2,1
63,2073,5,5,5,5,5
64,2073,5,4,5,3,4
65,2073,4,5,4,5,4
66,2073,5,5,5,5,5
67,2073,2,3,3,2,2
68,2073,4,4,4,4,4
69,2073,3,3,3,3,3
70,2073,5,5,5,5,5
71,2073,1,1,1,1,1
72,2073,4,4,4,4,4
73,2073,4,4,4,4,4
74,2073,1,1,1,1,1
75,2073,5,5,5,5,5
76,2073,5,5,5,5,5
77,2073,1,1,1,1,1
78,2073,1,1,1,1,1
79,2073,5,5,5,5,5
80,2073,5,5,5,5,5
81,2073,5,5,5,5,5
1,2085,3,3,3,3,3
2,2085,5,5,5,5,5
3,2085,5,5,5,5,5
4,2085,5,5,5,5,5
5,2085,5,5,5,5,5
6,2085,5,5,5,5,4
7,2085,5,5,5,5,5
8,2085,5,5,5,5,5
9,2085,1,1,1,1,1
10,2085,5,5,5,4,5
11,2085,2,2,2,3,2
12,2085,1,2,1,1,1
13,2085,2,2,2,3,2
14,2085,5,5,5,5,5
15,2085,4,4,4,5,4
16,2085,5,5,5,5,5
17,2085,5,5,5,4,5
18,2085,4,4,4,5,4
19,2085,1,1,1,1,1
20,2085,4,5,4,5,4
21,2085,5,5,4,5,4
22,2085,4,4,4,4,4
23,2085,4,4,4,5,4
24,2085,4,4,5,5,4
25,2085,5,5,5,5,5
26,2085,4,5,4,4,4
27,2085,5,5,5,5,5
28,2085,4,4,4,4,4
29,2085,4,4,4,5,4
30,2085,4,4,4,4,4
31,2085,5,4,4,4,4
32,2085,5,4,4,5,4
33,2085,5,5,4,4,4
34,2085,5,5,5,5,5
35,2085,5,5,5,5,5
36,2085,3,3,4,3,3
37,2085,5,4,5,5,4
38,2085,5,5,5,5,5
39,2085,2,1,2,3,2
40,2085,2,2,3,2,2
41,2085,5,5,5,5,5
42,2085,5,5,5,5,5
43,2085,5,5,5,4,5
44,2085,4,3,4,5,4
45,2085,4,4,4,5,4
46,2085,4,3,3,3,3
47,2085,5,5,5,5,5
48,2085,5,5,5,5,5
49,2085,5,2,4,5,4
50,2085,5,4,5,5,4
51,2085,4,3,3,3,3
52,2085,5,3,3,4,3
53,2085,5,5,5,4,4
54,2085,4,3,4,3,3
55,2085,2,1,2,2,2
56,2085,1,1,1,1,1
57,2085,3,2,3,3,3
58,2085,4,5,4,5,4
59,2085,5,5,5,5,5
60,2085,3,4,4,4,3
61,2085,3,5,3,3,3
62,2085,5,5,5,5,5
63,2085,4,4,5,3,4
64,2085,4,5,5,3,4
65,2085,4,5,4,5,4
66,2085,5,5,5,5,5
67,2085,5,5,5,5,5
68,2085,5,4,4,5,4
69,2085,5,5,5,5,5
70,2085,5,4,5,4,4
71,2085,2,2,2,2,2
72,2085,5,5,5,5,5
73,2085,3,3,3,3,3
74,2085,2,2,2,3,2
75,2085,5,5,5,5,5
76,2085,2,2,2,3,2
77,2085,4,5,4,5,4
78,2085,4,5,4,4,4
79,2085,5,5,5,5,5
80,2085,3,2,2,1,2
81,2085,5,5,5,5,5
82,2085,5,5,5,5,4
83,2085,2,3,4,3,3
84,2085,5,4,4,4,4
85,2085,5,5,5,5,5
86,2085,5,5,5,5,5
87,2085,5,5,5,5,4
88,2085,5,5,5,5,5
89,2085,5,5,4,5,4
90,2085,5,4,4,5,4
91,2085,5,5,5,5,5
92,2085,5,5,5,5,5
93,2085,4,4,5,5,4
94,2085,3,3,2,4,2
95,2085,5,5,5,5,5
96,2085,5,5,4,4,4
97,2085,4,4,4,5,4
98,2085,3,2,4,4,3
99,2085,5,5,5,5,5
100,2085,5,5,5,5,5
101,2085,2,2,1,2,2
102,2085,5,5,5,5,5
103,2085,4,4,4,5,4
104,2085,3,3,3,3,3
105,2085,2,3,2,1,2
106,2085,5,5,5,5,5
107,2085,5,5,5,5,5
108,2085,5,4,4,4,4
109,2085,5,5,5,5,5
110,2085,3,4,3,4,3
111,2085,5,5,5,5,5
112,2085,5,5,5,5,5
113,2085,5,5,5,5,5
114,2085,5,5,5,5,5
115,2085,1,2,1,1,1
116,2085,2,1,1,1,1
117,2085,4,4,5,5,4
118,2085,4,3,3,3,3
119,2085,3,2,3,1,2
120,2085,5,4,4,4,4
121,2085,1,1,1,1,1
122,2085,4,3,5,4,4
123,2085,3,3,3,4,3
124,2085,5,5,5,5,5
125,2085,3,2,2,2,2
126,2085,4,2,4,5,4
127,2085,5,5,5,5,5
128,2085,1,3,4,2,2
129,2085,5,5,5,5,5
130,2085,4,4,5,4,4
131,2085,5,5,5,5,5
132,2085,5,4,4,4,4
133,2085,4,5,4,5,4
134,2085,4,3,4,5,4
135,2085,4,3,5,4,4
136,2085,3,1,1,1,2
137,2085,1,3,2,2,2
138,2085,5,4,4,4,4
139,2085,4,3,4,5,4
140,2085,4,5,4,4,4
141,2085,5,5,5,4,5
142,2085,5,5,5,5,5
143,2085,2,1,1,3,2
144,2085,5,5,5,5,5
145,2085,5,3,4,3,3
146,2085,5,5,5,5,5
147,2085,5,5,5,5,5
148,2085,5,5,4,5,4
149,2085,5,5,5,5,5
150,2085,5,5,5,5,5
151,2085,4,4,4,5,4
152,2085,4,4,5,5,4
153,2085,5,4,4,3,4
154,2085,5,5,5,5,5
155,2085,5,4,4,4,4
156,2085,5,5,5,5,5
157,2085,4,5,5,4,4
158,2085,5,5,5,5,4
159,2085,2,2,2,3,2
160,2085,4,4,5,5,4
161,2085,5,5,5,5,5
162,2085,5,5,5,5,5
163,2085,4,4,4,4,4
164,2085,4,5,5,3,4
165,2085,4,4,5,5,4
166,2085,4,4,3,2,3
167,2085,5,5,5,5,5
168,2085,5,5,4,4,4
169,2085,4,4,4,4,4
170,2085,2,1,2,2,2
171,2085,3,3,4,4,3
172,2085,4,4,5,4,4
173,2085,5,5,4,5,5
174,2085,4,4,4,5,4
175,2085,5,5,5,5,5
176,2085,5,5,5,5,5
177,2085,5,4,4,4,4
178,2085,4,4,4,5,4
179,2085,5,5,5,5,5
180,2085,1,1,1,2,1
181,2085,4,4,4,4,4
182,2085,5,5,5,5,5
183,2085,5,5,5,5,5
184,2085,5,5,5,5,5
185,2085,1,1,1,1,1
186,2085,5,5,5,5,5
187,2085,5,5,5,5,5
188,2085,5,5,5,5,5
189,2085,4,4,4,4,4
190,2085,4,4,4,4,4
191,2085,5,5,5,5,5
192,2085,5,5,5,5,5
193,2085,5,5,5,5,5
194,2085,1,1,1,1,1
195,2085,1,1,1,1,1
196,2085,5,5,5,5,5
197,2085,3,3,3,3,3
198,2085,1,1,1,1,1
1,2087,4,4,4,4,4
2,2087,1,1,1,1,1
3,2087,4,5,5,5,4
4,2087,5,5,5,4,4
5,2087,5,4,5,5,4
6,2087,3,3,4,5,3
7,2087,4,3,5,4,4
8,2087,5,4,5,5,4
9,2087,5,5,5,5,4
10,2087,2,2,2,3,2
11,2087,5,4,5,4,4
12,2087,2,2,2,3,2
13,2087,4,5,5,3,4
14,2087,5,4,5,5,4
15,2087,5,5,5,5,5
16,2087,5,5,5,5,5
17,2087,5,4,5,5,5
18,2087,2,4,3,3,3
19,2087,4,4,4,4,4
20,2087,3,3,4,3,3
21,2087,4,5,5,3,4
22,2087,4,5,3,2,3
23,2087,2,3,2,2,2
24,2087,1,1,1,1,1
25,2087,5,5,5,5,5
26,2087,5,4,5,5,4
27,2087,4,4,5,4,4
28,2087,2,1,1,1,1
29,2087,5,5,5,5,5
30,2087,3,1,1,2,2
31,2087,4,4,5,4,4
32,2087,2,2,2,3,2
33,2087,4,5,4,4,4
34,2087,2,1,1,1,1
35,2087,5,5,5,5,5
36,2087,4,4,4,4,4
37,2087,4,3,4,4,3
38,2087,4,5,5,5,4
39,2087,5,3,3,2,3
40,2087,3,3,3,2,3
41,2087,2,1,2,2,2
42,2087,4,4,5,4,4
43,2087,2,2,3,2,2
44,2087,1,1,1,1,1
45,2087,3,3,3,5,3
46,2087,3,4,3,4,3
47,2087,1,1,1,1,1
48,2087,5,4,5,4,4
49,2087,1,2,2,3,2
50,2087,3,5,3,3,3
51,2087,5,4,4,5,4
52,2087,5,5,5,5,5
53,2087,5,5,5,5,5
54,2087,5,5,5,5,5
55,2087,5,5,5,5,5
56,2087,3,2,3,1,2
57,2087,3,3,3,5,3
58,2087,5,5,4,5,4
59,2087,1,1,1,1,1
60,2087,2,2,3,2,2
61,2087,2,2,3,2,2
62,2087,1,2,3,2,2
63,2087,2,2,3,4,2
64,2087,4,5,5,5,4
65,2087,3,4,4,3,3
66,2087,2,4,4,3,3
67,2087,1,2,1,1,1
68,2087,3,3,4,4,3
69,2087,1,1,2,1,1
70,2087,5,5,5,4,4
71,2087,1,1,2,1,1
72,2087,1,1,1,1,1
73,2087,1,1,1,1,1
74,2087,1,1,1,1,1
75,2087,1,1,1,1,1
76,2087,5,5,5,5,5
77,2087,5,5,5,5,5
78,2087,3,3,3,2,3
79,2087,1,1,1,1,1
80,2087,4,4,4,4,4
81,2087,1,2,1,1,1
82,2087,4,5,4,4,4
83,2087,3,3,3,3,3
84,2087,4,4,4,4,4
85,2087,4,4,4,4,4
86,2087,1,1,1,1,1
87,2087,1,1,1,1,1
88,2087,4,4,4,4,4
89,2087,1,1,1,1,1
90,2087,5,5,5,5,5
91,2087,5,5,5,5,5
1,2088,5,5,5,5,4
2,2088,5,5,5,5,5
3,2088,5,5,5,5,5
4,2088,4,5,5,5,4
5,2088,5,5,5,5,5
6,2088,3,3,3,3,3
7,2088,5,5,5,5,5
8,2088,5,5,5,5,5
9,2088,5,5,5,5,5
10,2088,3,3,3,3,3
11,2088,5,4,5,5,4
12,2088,5,5,5,5,5
13,2088,5,5,4,4,4
14,2088,5,5,4,5,4
15,2088,4,4,4,4,4
16,2088,5,5,5,5,5
17,2088,5,5,5,5,4
18,2088,5,5,5,5,5
19,2088,5,4,5,4,4
20,2088,4,4,5,5,4
21,2088,5,4,5,5,4
22,2088,2,2,2,2,2
23,2088,5,5,5,5,4
24,2088,5,4,5,5,4
25,2088,5,5,5,5,5
26,2088,5,5,5,5,5
27,2088,5,5,5,5,5
28,2088,5,4,5,5,4
29,2088,5,5,5,5,5
30,2088,5,3,5,4,4
31,2088,5,5,5,5,5
32,2088,5,5,5,5,5
33,2088,5,4,4,5,4
34,2088,5,4,5,5,4
35,2088,5,5,5,5,5
36,2088,5,5,5,4,4
37,2088,5,5,5,4,4
38,2088,5,5,5,5,5
39,2088,5,5,5,5,5
40,2088,5,5,5,5,5
41,2088,5,4,5,5,4
42,2088,5,5,5,5,5
43,2088,5,5,5,5,5
44,2088,3,3,3,3,3
45,2088,3,5,4,4,3
46,2088,5,4,5,5,5
47,2088,5,5,5,5,5
48,2088,5,5,5,5,4
49,2088,4,5,4,5,4
50,2088,3,4,2,4,3
51,2088,5,5,5,5,5
52,2088,5,5,5,3,4
53,2088,3,4,3,4,3
54,2088,5,4,5,5,4
55,2088,4,4,5,5,4
56,2088,5,5,5,5,5
57,2088,4,4,5,4,4
58,2088,5,5,5,5,5
59,2088,5,4,4,4,4
60,2088,5,4,5,5,4
61,2088,5,5,5,5,5
62,2088,5,5,5,4,4
63,2088,1,2,2,1,1
64,2088,5,5,5,5,5
65,2088,5,5,5,5,5
66,2088,5,3,3,4,3
67,2088,4,3,3,4,3
68,2088,5,5,5,4,5
69,2088,5,5,5,5,5
70,2088,5,5,5,5,5
71,2088,5,5,5,5,5
72,2088,4,4,5,5,4
73,2088,5,4,4,3,4
74,2088,5,5,5,5,5
75,2088,1,1,1,1,1
76,2088,5,5,5,5,5
77,2088,5,5,5,5,5
78,2088,5,5,5,5,5
79,2088,5,5,5,5,5
80,2088,5,5,5,5,5
81,2088,5,5,5,5,5
82,2088,5,5,5,5,5
83,2088,1,1,1,1,1
84,2088,5,5,5,5,5
85,2088,5,5,5,5,5
86,2088,5,5,5,5,5
87,2088,4,4,4,4,4
88,2088,5,5,5,5,5
89,2088,4,4,4,4,4
90,2088,5,5,5,5,5
91,2088,5,5,5,5,5
1,2096,5,5,5,5,5
2,2096,5,5,5,5,5
3,2096,5,5,5,5,5
4,2096,5,5,5,5,4
5,2096,5,5,5,5,5
6,2096,5,5,5,5,4
7,2096,5,5,5,5,5
8,2096,4,5,5,5,4
9,2096,4,3,5,4,4
10,2096,5,3,5,5,4
11,2096,3,3,3,3,2
12,2096,5,5,5,5,5
13,2096,5,5,5,5,5
14,2096,5,5,5,5,5
15,2096,2,3,3,5,3
16,2096,5,5,5,5,5
17,2096,5,5,5,5,5
18,2096,4,5,4,5,4
19,2096,4,4,4,4,4
20,2096,5,5,5,5,5
21,2096,5,4,5,5,4
22,2096,5,5,5,5,5
23,2096,5,4,4,5,4
24,2096,4,5,4,5,4
25,2096,4,4,5,5,4
26,2096,5,5,4,5,4
27,2096,5,5,5,5,5
28,2096,4,2,2,1,2
29,2096,5,5,5,5,5
30,2096,5,4,5,4,4
31,2096,4,4,4,5,4
32,2096,5,3,4,5,4
33,2096,5,5,5,5,5
34,2096,5,5,5,5,5
35,2096,5,5,5,5,5
36,2096,5,5,5,4,4
37,2096,5,4,5,5,4
38,2096,4,4,4,5,4
39,2096,5,5,5,5,5
40,2096,1,1,1,1,1
41,2096,5,5,5,5,5
42,2096,5,5,5,5,5
43,2096,5,5,5,5,4
44,2096,5,5,5,5,5
45,2096,5,4,5,4,5
46,2096,4,4,4,4,4
47,2096,5,5,5,5,5
48,2096,5,4,4,5,4
49,2096,4,4,4,5,4
50,2096,5,4,5,5,5
51,2096,5,5,4,5,5
52,2096,5,5,5,5,5
53,2096,5,5,5,5,5
54,2096,4,4,4,4,4
55,2096,5,5,5,5,5
56,2096,2,2,3,3,2
57,2096,5,5,5,5,5
58,2096,4,3,3,4,3
59,2096,4,4,4,4,4
60,2096,3,4,4,5,4
61,2096,4,4,4,5,4
62,2096,5,5,5,5,5
63,2096,5,5,5,5,5
64,2096,4,4,4,4,4
65,2096,5,5,5,4,4
66,2096,5,5,5,5,5
67,2096,5,3,4,4,4
68,2096,5,4,4,4,4
69,2096,5,5,5,5,5
70,2096,5,5,5,5,5
71,2096,3,2,3,3,3
72,2096,2,1,3,1,1
73,2096,1,2,1,1,1
74,2096,5,5,5,5,4
75,2096,5,5,4,5,5
76,2096,4,4,5,4,4
77,2096,4,2,2,2,2
78,2096,5,5,5,5,5
79,2096,1,1,1,1,1
80,2096,5,5,4,5,4
81,2096,4,4,5,4,4
82,2096,4,3,4,4,3
83,2096,3,2,2,1,2
84,2096,1,2,2,1,1
85,2096,2,4,5,3,3
86,2096,5,5,5,5,5
87,2096,5,5,5,5,4
88,2096,5,3,4,3,3
89,2096,5,4,4,5,4
90,2096,4,4,4,5,4
91,2096,5,5,4,5,4
92,2096,1,1,1,1,1
93,2096,4,4,4,5,4
94,2096,5,4,5,4,4
95,2096,5,4,5,4,4
96,2096,4,3,4,5,4
97,2096,3,3,5,5,4
98,2096,5,4,4,5,4
99,2096,5,4,5,4,4
100,2096,4,4,3,5,3
101,2096,2,1,2,3,2
102,2096,4,4,5,5,4
103,2096,2,2,3,2,2
104,2096,4,4,5,4,4
105,2096,5,5,4,5,4
106,2096,5,5,5,5,4
107,2096,5,5,5,5,5
108,2096,3,1,2,4,2
109,2096,2,1,1,2,1
110,2096,2,2,2,2,2
111,2096,2,2,2,1,2
112,2096,5,5,4,5,4
113,2096,2,2,3,2,2
114,2096,5,5,5,5,5
115,2096,1,1,1,1,1
116,2096,3,2,1,2,2
117,2096,5,5,5,5,5
118,2096,5,4,5,5,5
119,2096,2,2,3,2,2
120,2096,5,3,5,4,4
121,2096,3,3,3,4,3
122,2096,4,4,4,5,4
123,2096,4,5,4,4,4
124,2096,3,3,4,3,3
125,2096,5,4,4,4,4
126,2096,5,4,5,5,4
127,2096,5,5,5,5,5
128,2096,5,5,5,5,5
129,2096,5,5,5,5,5
130,2096,5,3,5,4,4
131,2096,3,1,2,3,2
132,2096,5,4,4,5,4
133,2096,5,5,5,5,5
134,2096,4,4,4,5,4
135,2096,4,2,2,2,2
136,2096,5,5,5,5,5
137,2096,5,5,5,5,5
138,2096,5,4,5,5,5
139,2096,5,5,5,5,5
140,2096,5,5,5,3,4
141,2096,5,5,5,5,5
142,2096,4,4,4,5,4
143,2096,2,2,2,3,2
144,2096,5,5,5,5,5
145,2096,2,2,2,1,2
146,2096,5,5,5,5,5
147,2096,1,1,1,1,1
148,2096,1,1,1,1,1
149,2096,5,5,5,5,5
150,2096,5,5,5,5,5
151,2096,5,5,5,5,5
152,2096,5,5,5,5,5
153,2096,5,5,5,5,5
154,2096,3,3,3,3,3
155,2096,5,5,5,5,5
156,2096,1,1,1,1,1
157,2096,5,5,5,5,5
158,2096,5,5,5,5,5
159,2096,5,5,5,5,5
160,2096,5,5,5,5,5
161,2096,5,5,5,5,5
162,2096,4,4,4,4,4
163,2096,5,5,5,5,5
1,2099,5,5,5,4,5
2,2099,5,5,5,5,5
3,2099,5,5,5,5,5
4,2099,5,4,5,5,4
5,2099,5,5,5,5,5
6,2099,5,5,5,5,5
7,2099,5,5,5,5,5
8,2099,5,5,5,5,5
9,2099,5,4,5,3,4
10,2099,5,5,5,4,5
11,2099,4,4,5,3,4
12,2099,5,5,5,5,5
13,2099,5,5,5,5,5
14,2099,3,1,3,3,2
15,2099,2,1,2,1,2
16,2099,5,5,5,5,5
17,2099,5,5,5,5,5
18,2099,5,5,5,5,5
19,2099,1,1,1,1,1
20,2099,4,4,4,5,4
21,2099,5,5,5,5,5
22,2099,5,5,5,4,5
23,2099,5,5,5,5,5
24,2099,5,5,4,4,4
25,2099,5,5,5,5,5
26,2099,5,5,5,5,5
27,2099,5,5,5,5,5
28,2099,3,2,2,1,2
29,2099,5,5,5,5,5
30,2099,5,5,5,5,5
31,2099,5,5,5,5,5
32,2099,5,5,5,5,5
33,2099,2,1,3,3,2
34,2099,5,5,5,5,5
35,2099,5,3,4,5,4
36,2099,5,5,5,5,5
37,2099,4,4,5,4,4
38,2099,5,5,5,3,5
39,2099,5,4,5,5,5
40,2099,1,1,1,1,1
41,2099,3,3,4,3,3
42,2099,5,4,4,3,4
43,2099,3,3,3,4,3
44,2099,5,4,5,3,5
45,2099,5,5,5,5,5
46,2099,2,3,3,2,2
47,2099,2,2,2,2,2
48,2099,3,2,3,5,3
49,2099,5,5,5,5,5
50,2099,3,5,5,5,4
51,2099,5,4,4,5,4
52,2099,5,4,5,5,5
53,2099,5,5,5,5,5
54,2099,5,3,4,4,4
55,2099,5,5,5,5,5
56,2099,5,5,5,5,5
57,2099,3,3,4,4,3
58,2099,5,4,5,4,4
59,2099,3,2,2,2,2
60,2099,5,5,5,5,5
61,2099,5,5,5,5,5
62,2099,4,4,4,4,4
63,2099,5,5,5,5,5
64,2099,5,5,5,5,5
65,2099,5,4,5,4,4
66,2099,5,5,5,4,5
67,2099,3,5,4,4,3
68,2099,5,5,5,4,5
69,2099,2,1,2,1,2
70,2099,5,4,4,5,4
71,2099,5,5,5,5,5
72,2099,4,3,3,3,3
73,2099,4,4,5,4,4
74,2099,5,4,4,5,4
75,2099,5,5,5,5,5
76,2099,1,1,2,1,1
77,2099,5,4,4,5,4
78,2099,4,4,4,3,4
79,2099,5,5,5,5,5
80,2099,3,2,1,1,2
81,2099,5,5,5,5,5
82,2099,5,5,5,3,4
83,2099,5,5,5,4,5
84,2099,4,4,4,4,4
85,2099,5,5,5,5,5
86,2099,4,2,3,4,2
87,2099,5,5,5,5,5
88,2099,5,4,4,3,4
89,2099,4,4,4,4,4
90,2099,5,5,5,5,5
91,2099,4,4,5,5,4
92,2099,5,5,5,5,5
93,2099,5,4,4,5,4
94,2099,5,5,5,5,5
95,2099,5,5,5,4,5
96,2099,5,5,5,5,5
97,2099,4,4,4,5,4
98,2099,4,4,4,4,4
99,2099,5,5,4,4,4
100,2099,5,5,5,5,5
101,2099,3,2,2,1,2
102,2099,5,3,5,4,4
103,2099,2,4,3,1,2
104,2099,5,5,5,5,5
105,2099,5,5,5,5,5
106,2099,4,4,4,3,4
107,2099,4,5,5,5,5
108,2099,5,5,5,5,5
109,2099,5,5,5,5,5
110,2099,5,5,5,5,5
111,2099,5,5,5,5,5
112,2099,5,4,4,3,4
113,2099,5,4,4,4,4
114,2099,4,4,3,3,3
115,2099,5,5,5,5,5
116,2099,4,4,4,4,4
117,2099,4,4,5,4,4
118,2099,1,1,1,1,1
119,2099,4,4,4,5,4
120,2099,5,5,4,4,4
121,2099,3,3,3,3,3
122,2099,5,5,5,5,5
123,2099,4,4,4,4,4
124,2099,5,5,5,5,5
125,2099,5,2,4,3,3
126,2099,5,5,5,5,5
127,2099,5,5,5,5,5
128,2099,5,5,5,5,5
129,2099,5,4,5,5,5
130,2099,5,5,5,4,5
131,2099,4,4,4,2,3
132,2099,3,3,3,5,3
133,2099,5,5,5,5,5
134,2099,5,5,5,5,5
135,2099,1,1,1,1,1
136,2099,5,5,5,5,5
137,2099,5,5,5,5,5
138,2099,5,4,5,4,4
139,2099,5,4,4,4,4
140,2099,5,5,5,4,5
141,2099,5,5,5,5,5
142,2099,5,5,5,5,5
143,2099,3,3,3,4,3
144,2099,2,2,3,2,2
145,2099,5,5,5,5,5
146,2099,5,4,4,4,4
147,2099,5,5,5,5,5
148,2099,5,5,5,5,5
149,2099,1,1,1,1,1
150,2099,5,5,5,5,5
151,2099,5,4,5,4,4
152,2099,4,3,4,4,3
153,2099,5,5,5,4,4
154,2099,4,4,4,5,4
155,2099,5,5,5,5,5
156,2099,5,4,4,3,4
157,2099,5,5,5,5,5
158,2099,2,1,2,2,2
159,2099,5,5,5,5,5
160,2099,4,4,4,4,4
161,2099,5,4,4,5,4
162,2099,4,5,4,5,4
163,2099,5,5,5,5,5
164,2099,5,4,4,4,4
165,2099,5,5,5,5,5
166,2099,5,5,5,5,5
167,2099,3,3,3,1,3
168,2099,3,3,5,4,4
169,2099,4,4,4,4,4
170,2099,5,5,5,5,5
171,2099,5,5,5,5,5
172,2099,5,5,5,5,5
173,2099,5,4,4,5,4
174,2099,5,5,5,5,5
175,2099,2,2,2,2,2
176,2099,5,5,5,5,5
177,2099,5,5,5,5,5
178,2099,5,5,5,5,5
179,2099,5,4,5,4,4
180,2099,3,3,3,4,3
181,2099,4,4,4,5,4
182,2099,5,5,5,5,5
183,2099,5,4,4,4,4
184,2099,5,5,3,2,3
185,2099,5,4,5,5,4
186,2099,5,5,5,5,5
187,2099,1,1,1,1,1
188,2099,5,4,5,5,4
189,2099,4,4,5,5,4
190,2099,5,5,5,5,5
191,2099,5,5,5,5,5
192,2099,2,3,2,2,2
193,2099,5,5,5,5,5
194,2099,5,5,5,5,5
195,2099,4,2,3,3,3
196,2099,5,5,5,5,5
197,2099,5,5,5,5,5
198,2099,5,5,5,4,5
199,2099,5,5,5,5,5
200,2099,5,4,5,4,4
201,2099,5,5,5,5,5
202,2099,5,5,5,5,5
203,2099,2,2,2,2,2
204,2099,5,5,5,5,5
205,2099,4,4,4,5,4
206,2099,4,4,5,4,4
207,2099,2,3,2,2,2
208,2099,5,5,5,5,5
209,2099,1,1,1,2,1
210,2099,1,1,1,1,1
211,2099,1,1,3,2,2
212,2099,4,3,3,2,3
213,2099,5,5,5,5,5
214,2099,5,5,5,4,4
215,2099,5,3,5,4,4
216,2099,5,5,5,5,5
217,2099,5,5,5,4,5
218,2099,5,3,4,5,4
219,2099,4,4,4,4,4
220,2099,5,5,5,5,5
221,2099,5,3,3,3,3
222,2099,4,4,4,4,4
223,2099,5,5,5,5,5
224,2099,5,5,5,4,5
225,2099,5,5,5,4,5
226,2099,4,5,5,5,4
227,2099,5,4,5,5,5
