IDREVIEW,HOTELID,REVIEW
21,1724,Sep 28 2009 	Very nice hotel walking distance to Connaught Place	Very nice hotel with helpful staff and walking distance to Connaught Place
26,1749,"Jul 11 2009 	Amsterdam Court	Tiny room that smelled funny. I'm not sure if it was smoky or just old.But for $100 a night, couldn't beat the location!! The staff was always helpful."
27,1749,"Jun 27 2009 	Great location clean room 	We stayed here in mid-June and it was just what we were looking for: a clean, affordable room near Times Square. It's location on 50th between Broadway &amp; 8th gives quick &amp; easy access to Metro Lines that easily connect you to the city. We always walked to Times Square a few blocks South, just to soak it in. There's plenty of food option near Times Square, but also good places on 8th near 50th. Also, there's some Walgreen/CVS type stores nearby. We didn't eat at the restaurant here, but we did visit the bar and we loved the unique mixed drinks!We will certainly stay here again!"
28,1749,"Jun 18 2009 	great service at this hotel very central to all attractions yet quiet	The hotel is in a great location 10 mins from central park, times square. The room was cleaned every day with lots of fresh towels, good shower, iron and hair dryer. We had a superior room which was a great size. The hotel is quiet at night and has a restaurant attached to it. New York is a great city with amazing museums- Frick, Moma,we went to see great plays which we had booked in advance, great places to eat East side,greenwich village, meatpacking district. Although the boat ride to the Statue Of Liberty is very touristy to the skyline is quite breath taking."
29,1749,"Jun 1 2009 	Do not stay here unless you just don't care much where you sleep	Oh, Lord! Open the door and boom--there is the bed? Ouch! Ouch! Bang your toes into the bed 5 times a day trying to manuever around this broom closet? No--this is not the typical sized NY room--do not believe it. And the toilet overflowed daily--I will not describe this mess! The people were pleasant enough. And the location is excellent. It's dimly lit everywhere--who could tell if it were clean or not? The location is excellent though, and it might be okay for ONE person to stay here for a few nights, but not two, and not us ever again. Fortunately, hotels.com refunded most of our money."
30,1749,"May 27 2009 	valuefriendly staffand wonderful location !!!!	Having been in NYC 5 (or is it 6?) times in the last 3 years,my wife and I reckon we have found the best value hotel in midtown nyc! Friendly and efficient staff,sensible and affordable breakfast,all day coffee or tea (after all the shopping) and easy access to everything you have ever seen on TV.Turn right,from front door -Times Square ,Broadway ,St Pats Cathedral.Bloomingdales,Tiffanys,Saks and more ,allwithin 5-10 mins walk! Macys,Empire State Building,Madison Square Garden-no more than 20 mins away!!!! (have you spotted the common theme yet?????) Admittedly not the greatest hotel in the world but LOCATION LOCATION LOCATION !!!!! ps try Latitude Bar on 8th Ave and 48th st (turn left out of hotel to 8th Ave,left again and 200 yards downtown) Super bar,wonderful staff and half price drink for the ladies on thursday nites+happy hours that last for 4 hours !!!! (only in nyc)!!! Enjoy, and see you in september xx"
31,1749,"May 21 2009 	So dimly lit it's impossible to read in your room even with all lights on.	I've stayed at this hotel once before and had a great experience. This time, not so much. First, they didn't have our reservation, luckily I had printed out our confirmation and we were admitted (joy). I was traveling with a co-worker so needed 2 doubles, instead they put us in a room off the lobby that had one double bed and absolutely no light. The window looked onto a close brick wall and even when we turned on all lights, it was so dim there was no way to read what was in front of you. We couldn't stay in that room, then in a comedy of errors, they had us look at 3 other rooms to move to that all had people already checked into them. Ultimately, they gave us another reservation's room. It also was extremely dim. They moved us again the next day to a room with 2 doubles and it also was so dim that neither of us could read with all the lights in the room on. I think the problem is that the main light fixture is covered with fabric so the light can't get out. The final problem was that the room we finally landed in had a construction crew jackhammering directly outside starting each day at 8am. It was another property, but made it impossible to be in the room during any daylight hour. Just too many problems to make this a future option to stay in again."
32,1749,"May 10 2009 	AWFUL. Avoid staying here.	This is the first time I have found a bad hotel through Trip Advisor. Check-in was a painful 30+ minute process. The staff are useless. My room was a converted storage closet on the ground floor. There was no window in my room, it was filthy, the toilet didn't work, there was no soap in the room, and there was no hot water at all. Called for a wake up call... they couldn't even handle doing that. My colleague was in a room with a single bed that hadn't been cleaned (there were dirty band aids in the garbage). Felt unsafe and dirty. The best part of the trip was leaving. Will absolutely never stay here again, and hope nobody else ever has to."
33,1749,"Apr 30 2009 	What a ""Central Perk!""	My wife and I are just back from New York after spending 5 nights at the Amsterdam Court Hotel. This hotel is hard to beat for everything and I would recomend to anyone or group. We arrived into Newark airport and decided to take the bus to Port Authority station which cost us $15 each (cheaper that the $80 for a taxi) - what I liked about this hotel was that it was close to public transport too. We managed to walk (and in the rain) with 2 cases for 8-10 min up 8th Ave to 50th street where the hotel was. We were welcomed and quickly shown to our rooms - 7th floor. Ok the rooms are small, but this is NYC and room time was not goin to be important. There was enough room for all our clothes - no problems. As people have said - out the door, turn right and 200 yards you are into broadway and top of Times Square. From here yuu can go as you please - subways are all about to take you all over the city, you cannot go 5 mins withour seeing a tour ticket agent on the street and you can walk to - Top of the Rock, Central Park, 5th Ave, Theatres and if you have good shoes, you can walk to Empire State, Maceys, Madison Sq Garden.Also mentioned was the luggage hold - this is free and very handy after you check out - so you can check out early and still have time to explore.IMO - a very cool hotel that is great value for money."
34,1749,"Apr 15 2009 	So central and good value for NYC	You don't go to NYC to spend time in your room, so the fact that everything is on the snug side doesn't really matter. But it does matter that you are just a couple of hundred yards from Times Square, and exactly half-way between the A/C/E (blue) and 1/2/3 (red) subway stops on 50th.This place doesn't cost the earth, and unlike some other hotels in Midtown Manhattan it's very clean and friendly with functioning bathroom fittings, a pleasant wine bar where you can meet friends and chill out, and some sort of Japanese restaurant. Rooms are pleasantly quiet, without undue traffic noise, so you wouldn't really know that you were in Midtown.Overall, there are hotels in NYC where you would pay a lot more $$$ for a lot less location, cleanliness and convenience. I'm pleased to let you in on my secret!"
35,1749,"Apr 7 2009 	Excellent value in a perfect location	Stayed here with my girlfriend for 4 nights end of March 2009.The room was clean and comfortable and much better than I expected.The heating didn't work properly and made only some blubbering noises during day and night. At the second day we discovered that one can get an additional electric heater and than turn off the strange one and sleep in silence :)Stuff was friendly and helpful, but sometimes quite busy so that it took a while to get something from reception.I can not praise the location enough, it's just perfect.I recommend this Hotel to everyone this is really great value (I booked directly at amsterdamcourthotelnewyork.com and got nice additional savings).Have fun in NYC guys - it's an awesome place to visit :)"
36,1749,"Mar 30 2009 	Good budget hotel would stay there again	We have just returned from a 3 night stay in New York and would definitely return to the Amsterdam Court Hotel. We had a room on the 3rd floor, it was quite small but very clean and nicely decorated. As we were out and about sight seeing all day and only returning to sleep it was more than adequate for our stay. Location wise it is great for Broadway, picking up the hop on hop off bus tours and restaurant row. All the staff were very helpful and on our arrival we were given some money off vouchers for attractions which saved us a couple of dollars here and there. We didn't eat breakfast in the hotel as we did &quot;brunch&quot; at a local deli instead. If you are looking for a budget hotel then I would recommend this hotel."
37,1749,"Mar 26 2009 	Great Location basic hotel	This hotel is in a great location for time square only minutes walk away, within easy reach of everywhere you would want to go and there is an underground station on the corner of the street. The room was very basic and very cold, the radiator didnt seem to work, came on a few times for short intervals, whilst making loud whistling noises. We had the curtains closed day and night to try and keep out the draft. We eventually obtained an electric heater, so this may be a common problem. On the opposite side it may be warm in summer., we tested the Aircon (for fun) which again was very loud. They seemed to have a problem with the hot water, possibly set times when you could actually get hot water! experienced this pleasure only once over 3 nights stay. The room (408) was small but not as small as expected from some reviews. You could walk easily down the sides of the bed. It has a set of two drawers with the TV on, a desk and chair and a small rail above it with a few hangers (no cupboards) The bathroom was a reasonable size. The staff where helpful, and the free tea and coffee is nice after a cold day! They have a luggage hold for late flights as check out is 12pm. For those that dont have Credit Cards expect to pay $150-200 cash deposit (or debit card which can take a while to be put back on!!), they advise this is to cover damages, phone calls and breakfast if you have it.Overall the location was perfect and we weren't in the room that much anyway."
38,1749,"Mar 26 2009 	Perfect location	I returned from NYC just yesterday and can say that the Amsterdam Court Hotel could not be any better located for budget travellers. Turn right out of the front door, walk less than 20 yards and you're already on Broadway. The rooms themselves are basic but perfectly adequate when you will be spending most of your time exploring the city and really just need a crash pad for sleeping and freshening up. That's not to say that the rooms are bad, simply that they're far from luxurious! We stayed in Room 215 (a 'Superior') and there were a few cracks in the bathroom and an odd pipe in one corner but it was perfect for what we needed. Staff were polite and helpful. And the free tea and coffee were very welcome after a hard day pounding the sidewalks."
39,1749,"Mar 24 2009 	Great Location Great for the Price!	So close to Times Square and Central Park, metro. MoMA, boat cruise, etc. etc. Room was tiny but very clean. Comfortable bed. Staff was friendly and as a first timer to nyc the front desk was full of great breakfast and night life recommendations. And really, can't beat the price."
40,1749,"Mar 18 2009	Amsterdam Court Hotel New York	Upon arrival at the hotel, we found that they had &quot;lost&quot; our reservation. The receptionist, although polite, was not overly helpful. She told us to go for a walk for 1/2 an hour while she contacted their reservations department. When we returned it was still not sorted, but she got it done there and then. We still did not receive an apology or explanation. We were given the choice of a smoking or non-smoking room. My husband, who is a very occasional smoker went for smoking - i didnt think it would make much of a difference. I was very wrong! We entered our room to find there was literally a bed and a television. Our suitcases had to stand up against the wall and we had to squeeze passed them. There was no windows and the room stank of smoke. Being in the early stages of pregnancy i felt that there was no way that i could sleep in that room for 1 night, let alone 4. The en-suite was quite dirty and the toilet was blocked. We contacted reception regarding the toilet and also asked if we could change to a non-smoking room, mainly due to the smell. The room we were moved to was so much better! The room itself was about twice as big, there was room for our suitcases and there was 2 windows! The en-suite was clean and quite large. On the positive side, there was no problems with the house-keeping service, the other receptionists and hotel staff that we encountered were friendly. The hotel had a continental breakfast for $9.95, and there was plenty to choose from. The hotel itself is well situated - very central to the likes of Times Square and literally across the road from the Gershwin Theatre.After our initial disappointment with the reservation and the room, the rest of the stay was pleasent."
41,1749,"Mar 11 2009 	Location Value for Money Comfortable	LIke most hotels in New York City, unless you are paying top dollar you dont get a lot of space. The rooms are compact, but have air con, nice en suite's, comfortable beds, and their own irons. You would have to really try to fault the rooms. Noise from the city is apparent through the windows at all times of the day, but then you chose NYC not a country retreat so get over it!! We were there in Jan, which was a little on the cool side, and the heating in the room was struggling, but one call to reception and in minutes a heater was plugged in to help out and we were warm again. Good service from the staff, and everything in good condition. Location is great with a good deli round the corner and Times Square only a couple of minutes walk. I would highly recomment this hotel and would certainly return."
42,1749,Mar 9 2009	Very nice....	it was a nice hotel and location. very clean. Staff very friendly and rooms where very nice.
43,1749,"Mar 6 2009 	The location of this hotel could not have been better	I must admit I was a little nervous before getting to the hotel from reading the reviews online. When we got there we were too early for check in so they held our bags for us (the doorman/bag man was sooooo grumpy). We came back at 2pm to check in and was told it would be another 20 minutes so we waited in the breakfast room, well 1hr 45 mins later we finally checked in! The reception staff were really nice and friendly! The room was great (room 414) much bigger than i had expected, we had lots of space! We could not have wished for a better location, just around the corner from Times Square. I think would take us about 3 minutes to get to the centre. The room was cleaned every day and the lifts worked fine! We didnt have the breakfast as i thought it was overpriced! There was lots of places just down from the hotel to have breakfast. All in all the Hotel was fab!"
44,1749,"Mar 5 2009 	Great Location!	We have never stayed in a hotel in nyc before and had heard that the rooms were small. It was quite a shocker at how small these rooms are. You open the door and the bed is right there. Only a small walkway around the bed. No furniture at all except 2 small nightstands. The bed was clean and comfortable, the rest of the room was old and dingy. The location is great though. Close enough to walk to shopping and central park. I would stay here again for the location and decent price."
45,1749,"Feb 28 2009 	Great Place...very pleased	I truly enjoyed my stay at the Amsterdam Court. The staff was super nice and helpful, the room was clean and comfortable, and the location was excellent! There is also parking for 20$ a day right across the street if your staying at this hotel which is great for New York. The free cappucino in the lobby is also awsome and the staff gave us great suggestions for resturants. I would definetly stay here on my next visit, especially if I'de get the same deal I got this time around."
46,1749,"Feb 23 2009 	great location great hotel	this hotel could not be any closer to Times Square and the theatre district. Easy walking distance to Rockefeller centre and St Pats Cathedral, also walkable to Empire State and Macys. Just a few minutes down the street from Central Park and then onto the lovely shops on 5th. Wonderfully clean, two large queen beds in our room, free hot drinks and the staff were not top class but were under pressure and very willing to help when asked. I would thoroughly recommend this hotel to anyone."
47,1749,"Feb 20 2009 	First time in mid-town was a treat!	Normally, I stay in suite properties on the East Side but for a one night mid-week theatre get-a-way I took the AMTRACK on-line recomendation and stayed here. A very European ambiance. Small room but nice sophistication and sharp staff. The $10 breakfast was pretty good too. Great find!"
48,1749,"Feb 16 2009 	disappointing	This is the second time staying here and it was very disappointing! I stayed here with friends five years ago and was extremely pleased with the accommodations. At that time, our group had a room with a queen and a second room with two doubles. Both rooms were adequate for our needs. This time, I booked a room that was listed as a &quot;standard&quot; with either a full or a queen. We were given a full, but we wondered if it was a &quot;modified&quot; full! The room we were in (601) was probably less than three feet wide on one side of the bed and about six inches on the other side. It was too small for any furniture, which other reviewers mentioned--no chair, desk, table, night stand. There was a clock radio and phone propped on a three inch wide &quot;shelf&quot; attached to the side wall on the window side of the bed. The &quot;closet&quot; was on the other side of the bed, which was just a rod with a curtain hanging in front of it. The radiator (2 inches from the bed) was not adjustable and made noise all night. The air conditioner in the window had silver tape on it in an unsuccessful attempt to keep cold air from coming in. The very small bed was hard as a rock (you could feel the springs) and the carpet was dirty and run down. It is true that you spend so little time in the room that the size is not the most important thing and the location and price couldn't be beat. However, the cramped nature of the room and the tiny hard bed made the one night very uncomfortable. It is clear that all rooms with full beds are not equal and the uncertainty of which room you might get would definitely keep me from returning to this hotel."
49,1749,"Jan 28 2009 	excellent stay	What can i say, excellent location for starters, times square right round the corner, less than a 5 min walk, i was a bit dubious after reading some reviews, i think some people are just finding faults, after all, you are only going to use a hotel as a base, however it was a very pleasant stay, room was big, with queen bed, large plasma screen tv. nice power shower, some corridors were a bit tatty as were the lifts, but i wouldnt say dirty, lobby was nice and friendly staff at the desk and bar, breakfast if u wanted cost $10 dollars, looking back i wished i had had this as food very expensive in the city, there was also a comlpimentary coffee machine, room was cleaned everyday and provided fresh towels, this is a bargain and i would recomend it to the next person i know going to new york........ ask for room 210!"
50,1749,"Jan 10 2009 	Perfect Location for a Small Price	We stayed for 3 nights right before Christmas to do the typical Christmas-tourist type things. We searched for a month online for a reasonable hotel rate--even debated staying at a few of the skyscraper hotels in Times Square for $700 / night. I would have been absolutely mortified if I had ended up paying that after getting the fantastic location of this hotel for a fraction of the price! Truly centrally located, with a view of Radio City Music Hall and Rockefeller Center when you leave the hotel and turn right down the street, &quot;Wicked&quot; playing directly opposite the hotel...Broadway and top of Times Square literally feet away. As all the reviews have said, it is very small. The lobby itself is small and dark, with a small,. slow elevator. Our room was teeny tiny (probably as small as what we had last time in Paris), with just enough room for a bed and us to scoot around it! The bathroom was also teeny tiny, with the toilet jammed into an alcove that your legs touched when sitting on it! No room for moving. The entire hotel, or what I saw of it, was incredibly dimly lit and the color scheme of dingy brown didn't really help the place to feel light and clean, but the linens seemed fresh and clean and the bed itself was really comfortable. We did have two windows in our room...one overlooked a huge heating unit ont he adjoined roof and the other was tiny and faced a brick wall. We never opened the blinds. The room was plenty warm, in fact we cracked the window at night to prevent being too hot. The complimentary coffee maker was very welcomed as the weather was freezing when we were there. The desk staff were ok, although I did witness the desk clerk and the doorman involved in a loud, heated argument (including shouting and name calling) that went on for at least 15 minutes. I am surprised at such unprofessional behaviour when it was clear that there were many guests around. Overall, this place is entirely adequate for a short stay in NYC. Most people want location (this is it!) and cleanliness (pretty good) when In New York as you won't be in your room very much. It is definitely NOT the Ritz nor does it have the huge corporate glam of those skyscrapers down the street, but for the terrific deal I got on this place, I'd stay there every time. I don't know that I would stay there if the price increased, because I'm sure there are slightly larger accommodations at increased prices nearby, but if you can snag a deal on this place, you'll be set!"
51,1749,"Jan 5 2009	What a dump!!!	My boyfriend and I went to the New York city to catch a broadway show and stay over one night at the Amsterdam Court hotel on December 27. The requested non-smoking room stunk of smoke so we requested another room. The second room was just as run-down and smelly as the first room. There were no towels in the room. The furniture, if you call it furniture, was all miss-matched, falling apart and would not even be accepted by the Salvation Army. Other than a &quot;desk&quot; there was a cheap aluminum book case that was nonfunctional. The bed was hard as a rock; the walls were so thin you could hear your neighbors talk and the room must have been 75-80 degrees and not adjustable. The room was totally run-down looking -- needed fresh paint, new carpeting, new furniture, new curtains. A Holiday Inn would have looked like a king's castle compared to this DUMP. Don't even consider this hotel!"
52,1749,"Jan 4 2009	Excellent Location but wouldnt pay a lot	We stayed here for a couple of nights. The rooms are small,the size of an apartment den. There is hardly any place around the bed to move around. I think this is common in most European hotels as well. However the location is excellent. It is about a few feet from two subway stations and bang in the middle of the happening part of NYC. The room we got was the corner most room on the second level and at the street side. We could hear people talking all night on the street. It took me an hour to fall asleep,it was so noisy!!! The staff is very uptight and not friendly. We did try the bar and the restaurant food and it was excellent.That said I may stay here again due to the location but wouldnt pay more than 100$ for this hotel(which is what we did this time)."
53,1749,"Dec 14 2008 	This place was in a prime location and although small was a great place to stay!	Not sure what the last two reviews are talking about. This place is right on 50th and in the heart of midtown Manhattan in walking distance to every main attraction you could want. It is one block away from the top portion of Times Square. The place is very small with a nice bar and restaurant off he lobby. The staff was friendly and accomodating. The rooms are plain and small but did the trick (you dont stay too long in the room anyway, so why the complaints?). The rooms were clean and neat. The beds look close to the floor but were comfortable. The decor was trying to be boutique but wasn't there. The only complain I would have about this place is that in some parts it looked under construction and the elevators are horrible. They are old and slow and do not come all the time to your floor. The value of this place for the spot, is unreal. Ihad no issues and the price was right for this expensive city. Give this place a try, you wll ot be sorry. Take it from someone who has stayed at many places in NYC."
54,1749,"Dec 3 2008 	Dump!	Do not be fooled by this hotels website, this hotel is very old fashioned, dirty and falling apart which is such a shame as it is in a great location."
55,1749,"Nov 19 2008	Great Location - however miserable staff and a cold and shabby room.	We spent a long weekend in New York and so wanted to be as central as possible. You dont get more central than Amsterdam Court. When i read the reviews, i was expecting a tiny room but ours was huge. Problem being that it was overlooking the main street which was very noisy. The room was chilly and could have done with a few repairs and the shower certainly wasnt hot. Huge and comfortable bed, however, so the hours of walking were worth it at bed-time! The staff were quite moody and didnt once check that we were ok, that we had all the info we needed or even say thank you after we paid and checked out - that was very disappointing. All in all we had a fab time in New York and Amsterdam Court is a great location to base yourself from. They just need to cheer the place up a bit (including the staff!)."
56,1749,"Nov 14 2008 	Perfect location	After spending hours looking on the web for a &quot;reasonably priced&quot; hotel, I gave up and handed it over to our travel agent. That said, just spent 3 nights at Amsterdam Court Hotel, and although not cheap by our Canadian standards, I'd go back. Breakfast is not included, but there is a Continental breakfast available for $10 per person. We did not choose this as we brunched somewhere on our daily travels. There did appear to be pastries, croissants, bagels, boiled eggs, fruit and yogourt. I don't recall if there was also cereal. Plus side: great location on 50th. Broadway is just around the corner, Times Square a 15 minute walk, Central Park,Grand Central and Empire State Building about 40 minutes, Moma, 10, Met, Guggenheim and Nat. History museum less than an hour. There are plenty of food options within a 10 minute walk, including a grocery store which is well stocked. We didn't have time for theatre, and were not shopping, but this is a central spot for both. Room 723 was clean, staff friendly, 24 hour coffee, cappucino, tea available. This, in particular, was appreciated first thing in the morning. Not so plus...small bathroom with very fluctuating water temp in shower. The toilet is on an angle ( sadistic architect or plumber) and so when sitting sideways, as is necessary, the hot water pipe is very close to the right knee. This bathroom would not be recommended for anyone on the plus side of weight and size. The concierge called a car to take us to the airport- $45 flat rate, same price as a not so clean yellow taxi. I had read reviews before going, so did have some idea of what to expect - a clean room for a good night's sleep in a safe, vibrant area."
57,1749,"Nov 8 2008 	Fabulous grily weekend hotel !!	My sister and I stayed here for my 40th Birthday weekend. They upgraded us because we booked direct and although the room was basic, it was spacious, clean and modern and in our opinion excellent value.The location is perfect for shopping and sight seeing, Broadway is literally at the end of the road and 5th Avenue shops are 2 blocks walking distance.We found the staff to be extremely helpful and the little sushi / Teryaki bar next door serves fabulous food.If you're looking for a hotel which is modern and clean , in a 'convenient for theatre and shopping' location and at a very reasonable price, then give this a go, we will definitely be returning in the not too distant future. Many thanks !!"
58,1749,"Oct 26 2008 	Excellent Location Good price and very good attention	I recently went to to New York for the first time with my wife and after looking at several alternatives at the web by diferent engines found Amsterdam Court Hotel.The hotel has a privileged location, very safe area,. just in the middle of Broadway, at walking distance from theaters, restaurants, shops, subway stations, you name it... It's also very price competitive for a New York hotel.Rooms are a bit small but very clean, and everyday we came back to the hotel it was nicely arranged and prepared. Probably for us one of the most important things was the nice attention that we received from all its personnel. There was allways someone at the desk willing to explain and recommend places to go and visit. Thank you Liza for all your recommendations!!The hotel is one corner away from Food Emporium, excellent place to grab somthing to eat, from breakfast to full meal at very good prices, it is also convinient because you have a pick-up point on the same street to take a City Tour hop-in bus.I would defenitvely stay at the Amsterdam Court next time that I visit New York.... hopefully, next year."
59,1749,"Oct 24 2008 	Loved NY but......	Myself and a friend stayed at this hotel for four nights. The location is brilliant and there's a great Irish pub next door but one. The hotel is clean and with the exception of the first person we encountered on the desk all the staff were very nice. We had booked a twin room before our arrival and knowing that twins are at a premium in NY double checked before we left home. When we arrived at the hotel we found we had been booked into a double. We were finally given what passed for a twin room but. there was no window in the room and until we went to the front door of the hotel had no idea of what type of clothing might be required (it rained most of the time). There was only a single robe for hanging space and a couple of small drawers and each time the bathroom door was opened it banged into the wash basin. All in all we had a great time in NY, the people are brill.Although this hotel has a marvellous location, I wouldn't want to stay there on my next visit."
60,1749,"Oct 11 2008 	Great Experience	We arrived early in the morning and of course our room wasn't ready so, we handed our bags to the luggage hold (free of charge) and headed out for a stroll around central park( 3 blocks away) and had lunch. When we got back our room was ready...very clean and spacious for what I was expecting and beautiful decor! The staff was excellent...especially Liza!!! We stayed for 4 nights and have absolutely nothing to complain about! We will be back for sure!!"
61,1749,"Oct 2 2008 	The Perfect Downtown Location	If youre staying 3 or 4 nights in Manhattan, this is the perfect location. The hotel is clean and comfortable. There is free coffee in the breakfast room and an Internet terminal (pay-as-you-go) in the Lobby. Its a few steps to Broadway and a short distance from Times Square and also the Rockefeller Center. The CitySights NY hop-on tour buses stop just around the corner. Theres an Irish Pub, Sandwich Bar and Deli nearby (in addition to the hotel bar &amp; restaurant).Like most, older hotels, the rooms are small, but unless you have huge amounts of luggage this should not be a problem. Our room was on the 7th. floor and was very quiet (we turned the a/c down low at night) and the room layout is very space efficient. The rooms are modern and are obviously regularly renovated, so we had no complaints there.A final plus is the Subway station just a few yards from the hotel, where you can take the E-Train to Jamaica (Sulphin Blvd) and connect with the Air-Train for JFK Airport. Its the fastest (and cheapest) way to JFK (using a Metro card with $7 value).We would definitely recommend this hotel as a perfect base for NY sightseeing."
62,1749,Sep 29 2008 	Don't stay here!	We reserved and pre-paid for 2 non-smoking rooms. When we arrived we were told they only had smoking rooms available-even though we pre-paid for non-smoking rooms. The rooms were so small we couldn't even open the door completely and they reeked of cigarette smoke. One of the rooms had water pouring from the bathroom ceiling through the light fixture. When we complained to the front desk clerk she said there was nothing she could do. We moved to another hotel. The web site picture are very misleading and the hotel personnel service is very poor.
63,1749,"Jul 30 2008 	Nice clean and convenient	We booked this back in February and the reviews seemed good then. The rooms are small, but if you know that going in, you shouldn't have a problem. The staff at the Amsterdam Court were awesome, someone was always at the front desk and always willing to give directions and subway help. We enjoyed our stay very much. The only bad thing I can think of was the air conditioner, it was a little on the noisy side. Al in all we enjoyed our stay at the Amsterdam Court."
64,1749,"Jul 21 2008 	Great for the Money!	Bargain for NYC. This hotel had a very European flare; small rooms but knew what to expect from reading these reviews. The bed was comfortable and the A/C worked great; in fact at times it was pretty down right cold...which I love! The only problem I had were the feather pillows, as my daughter and I are allergic to them. We asked the staff for different pillows; but that was all they had. We &quot;made do&quot; by putting bath towels over them. Nice and friendly staff. Whenever we needed anything, the staff was quick to accomodate. Very convenient to Times Square and there is a great deli two blocks to the right in which we had breakfast every morning. Would stay there again."
65,1749,"Jul 16 2008 	Very Disappointing	We have just returned from a three week holiday touring round America, we stayed in several hotels and this was by far the worst. The room was very very small, decor was dark and drab, the bed was a double not a kingsize, however the bedlinen and towels were changed daily, and the location of the hotel was good."
66,1749,"Jul 8 2008 	Great hotel	I stayed at this hotel with my son for his 21st birthday. It was a recommendation from the booking agent. We found the hotel room to be small but clean. The staff were very friendly and polite to us and we really enjoyed our stay. There's a good bar in the lobby which we would highly recommend. The location is just right. This is my 3rd time in New York and overall, it was good value for money and I would certainly recommend this hotel for a short stay."
67,1749,"Jul 7 2008 	Nice Hotel - Great Location	Just returned home from three nights at the Amsterdam Court Hotel. The room was nice. Queen bed with small desk and chair. It wasn't large, but spacious for NY standards. It was clean and had a warm feeling with its decor. The bathroom was also clean and had a hair dryer and spa products.Upon check-in, the staff was helpful and although arriving early (noon) our room was ready. This was a very pleasant surprise after a morning of traveling.The Amsterdam Court had an excellent location. Right off 50th between two subway stations (red and blue), and near many restaurants, the Gershwin Theatre (Wicked), and a pharmacy. My favorite, however, was the Food Emporium down the street and around the corner. It was perfect for a quick breakfast or for picking up snacks.When I return to NY there is no question that I will stay at the Amsterdam Court Hotel."
68,1749,"Jul 7 2008 	Does the job	My wife and I booked the hotel through opodo.com for a five day trip to NYC just before christmas 2007. After reading some reviews on this site and others, we were a little apprehensive. Descriptions of dirt/bugs etc are a little off putting.When we arrived we got checked in and shown to our room within five minutes or so.yes the room was on the small side but no worse than you would expect in a city where space is at a premium.There was avery comfortable double bed, cable tv, toilet and bath/shower. There was also ample wardrobe space for all the big winter jackets!!The room was cleaned and turned down every day. We had no complaints.The hotel offers abuffet style breakfast which we only bothered with one morning - fruit, croissant, cereal and coffee, all very nice.As for dining, the hotel does not have its on restaurant but there is an oriental diner adjoined. We gave it a miss but only as it is not our thing.The hotel staff were all extremely helpful and friendlyin a number of languages. one girls (forget her name) even offered to take us to the bronx to yankee stadium as we were unsure about going on the subway!Sorry i have no photos of the hotel but honestly, for a short stay it is well priced, well situated - 226 West 50th Street- just off times square, and worth a shot"
69,1749,"Jul 3 2008 	Great Value	We stayed at the Amsterdam Hotel for two nights. Expected the rooms to be small, which they were, so was not suprised. But the hotel was clean, close to everything and had very helpful staff. For the price of the stay, I was very impressed with the overall experience. Next time we are in NY, we will be booking at the Amsterdam again."
70,1749,"Jul 2 2008	Good Value (for NYC)	For the single traveler or couple who want value over fluff, this place is just fine. Small rooms, but clean, and a good location at 50th and Broadway, a five short block walk to Times Square. Most of the hotels I checked were over $300/nite. I found this one on Sidestep and paid about $220. I'd stay there again."
71,1749,"Jul 1 2008 	Postage Stamp	This room was so small that we had to take turns entering it, close the door, then other one could enter. There was an ironing board and iron, but I couldn't figure out any space in the room to put it, unless it was on top of the bed. Speaking of the bed, it was NOT a king size as we reserved, and it was the hardest bed I have ever slept on! For the price we paid ($300) I would have expected a little more. We have been to NYC several times and this was the most expensive and smallest room we have ever stayed in."
72,1749,"Jun 11 2008 	Loved the Amsterdam Court	We stayed for 8 nights in the Amsterdam Court Hotel. Because a lot of reviews mentioned that the rooms were small, we asked for a large room. Room 717 was large enough. The room &amp; bathroom were clean and well furnished. The hotel has a good location. Next door is an Irish pub.The staff is friendly and helpfull. The underground is 50 m. from the hotel. Times Square, Central Park and Radio City Music Hall are at app. 10 min.The Amsterdam Court is located on Broadway. There are a lot of theatres in the surroundings of the hotel.We can recommend this hotel to everyone!"
73,1749,"Jun 2 2008 	Great Location small but clean rooms	We stayed 5 days in Amsterdam Court in May 2008. The location is great! Broadway around the corner and Times Square very nearby. We arrived in the evening at Amsterdam Court. At first we were dissappointed about our Room. It was clean but very small; old fashioned dark colors; not a very nice view at the back of the Hotel. That changed a bit when we saw the bathroom. Rather big and very clean. We slept very well because the Bed was very good. We had a nice time in New York, because we didn't stay much in our small Room. Amsterdam Court is maybe not the nicest and cheapest Hotel, but I can recommend it as a good place to stay when you want to visit Manhattan."
